,Position,Height(inches),Weight(pounds),Age
687,Relief_Pitcher,76,215.0,27.73
688,Catcher,70,185.0,34.88
689,Catcher,75,235.0,31.0
690,First_Baseman,73,188.0,48.52
691,First_Baseman,75,230.0,34.68
692,Second_Baseman,70,195.0,37.38
693,Second_Baseman,69,168.0,24.33
694,Shortstop,71,190.0,37.3
695,Shortstop,72,160.0,23.72
696,Third_Baseman,72,200.0,24.19
697,Outfielder,73,200.0,25.7
698,Outfielder,70,189.0,29.06
699,Outfielder,70,180.0,33.48
700,Outfielder,73,190.0,29.85
701,Outfielder,76,200.0,34.3
702,Outfielder,75,220.0,40.66
703,Outfielder,72,187.0,21.9
704,Starting_Pitcher,73,240.0,27.39
705,Starting_Pitcher,79,190.0,23.13
706,Starting_Pitcher,71,180.0,35.35
707,Starting_Pitcher,72,185.0,40.93
708,Starting_Pitcher,74,210.0,33.67
709,Starting_Pitcher,74,220.0,37.39
710,Starting_Pitcher,74,219.0,27.97
711,Starting_Pitcher,72,190.0,25.54
712,Starting_Pitcher,76,193.0,25.81
713,Relief_Pitcher,76,175.0,22.53
714,Relief_Pitcher,72,180.0,22.86
715,Relief_Pitcher,72,215.0,24.07
716,Relief_Pitcher,71,210.0,29.5
717,Relief_Pitcher,72,200.0,30.03
718,Relief_Pitcher,72,190.0,27.38
719,Relief_Pitcher,70,185.0,30.51
720,Relief_Pitcher,77,220.0,28.3
721,Relief_Pitcher,74,170.0,29.84
722,Relief_Pitcher,72,195.0,33.41
723,Relief_Pitcher,76,205.0,33.6
724,Relief_Pitcher,71,195.0,35.6
725,Relief_Pitcher,76,210.0,24.19
726,Catcher,71,190.0,37.88
727,Catcher,73,190.0,27.56
728,Catcher,70,180.0,24.42
729,First_Baseman,73,220.0,31.05
730,First_Baseman,73,190.0,31.56
731,Second_Baseman,72,186.0,35.55
732,Second_Baseman,71,185.0,41.21
733,Second_Baseman,71,190.0,27.12
734,Second_Baseman,71,180.0,26.97
735,Second_Baseman,72,190.0,28.92
736,Shortstop,72,170.0,30.06
737,Third_Baseman,74,210.0,31.51
738,Outfielder,74,240.0,30.69
739,Outfielder,74,220.0,30.19
740,Outfielder,71,180.0,38.11
741,Outfielder,72,210.0,28.68
742,Outfielder,75,210.0,27.44
743,Starting_Pitcher,72,195.0,24.63
744,Starting_Pitcher,71,160.0,28.11
745,Starting_Pitcher,72,180.0,28.9
746,Starting_Pitcher,72,205.0,24.11
747,Starting_Pitcher,72,200.0,40.53
748,Starting_Pitcher,72,185.0,29.5
749,Starting_Pitcher,74,245.0,28.62
750,Relief_Pitcher,74,190.0,26.42
751,Relief_Pitcher,77,210.0,30.18
752,Relief_Pitcher,75,200.0,33.75
753,Relief_Pitcher,73,200.0,30.06
754,Relief_Pitcher,75,222.0,29.22
755,Relief_Pitcher,73,215.0,24.47
756,Relief_Pitcher,76,240.0,24.94
757,Relief_Pitcher,72,170.0,28.77
758,Relief_Pitcher,77,220.0,28.54
759,Relief_Pitcher,75,156.0,27.32
760,Catcher,72,190.0,35.12
761,Catcher,71,202.0,24.04
762,First_Baseman,71,221.0,36.39
763,First_Baseman,75,200.0,22.81
764,First_Baseman,72,190.0,33.6
765,Second_Baseman,73,210.0,38.98
766,Second_Baseman,73,190.0,34.39
767,Second_Baseman,71,200.0,33.15
768,Shortstop,70,165.0,29.35
769,Third_Baseman,75,190.0,26.59
770,Third_Baseman,71,185.0,23.46
771,Outfielder,76,230.0,22.43
772,Outfielder,73,208.0,24.89
773,Outfielder,68,209.0,24.67
774,Outfielder,71,175.0,26.17
775,Outfielder,72,180.0,29.54
776,Outfielder,74,200.0,39.49
777,Starting_Pitcher,77,205.0,34.08
778,Starting_Pitcher,72,200.0,30.52
779,Starting_Pitcher,76,250.0,28.77
780,Starting_Pitcher,78,210.0,33.75
781,Starting_Pitcher,81,230.0,32.69
782,Starting_Pitcher,72,244.0,22.59
783,Relief_Pitcher,73,202.0,37.04
784,Relief_Pitcher,76,240.0,22.7
785,Relief_Pitcher,72,200.0,25.6
786,Relief_Pitcher,72,215.0,27.23
787,Relief_Pitcher,74,177.0,25.74
788,Relief_Pitcher,76,210.0,30.29
789,Relief_Pitcher,73,170.0,26.72
790,Relief_Pitcher,76,215.0,33.9
791,Relief_Pitcher,75,217.0,29.86
792,Relief_Pitcher,70,198.0,36.13
793,Catcher,71,200.0,27.54
794,Catcher,74,220.0,31.49
795,Catcher,72,170.0,28.1
796,Catcher,73,200.0,34.07
797,First_Baseman,76,230.0,27.28
798,First_Baseman,76,231.0,30.8
799,Second_Baseman,73,183.0,28.2
800,Second_Baseman,71,192.0,27.9
801,Shortstop,68,167.0,28.26
802,Third_Baseman,71,190.0,30.96
803,Outfielder,71,180.0,24.18
804,Outfielder,74,180.0,27.52
805,Outfielder,77,215.0,27.78
806,Outfielder,69,160.0,26.25
807,Outfielder,72,205.0,29.5
808,Outfielder,76,223.0,30.39
809,Designated_Hitter,73,205.0,28.66
810,Starting_Pitcher,75,175.0,23.18
811,Starting_Pitcher,76,170.0,25.81
812,Starting_Pitcher,75,190.0,23.01
813,Starting_Pitcher,76,240.0,31.72
814,Starting_Pitcher,72,175.0,44.28
815,Starting_Pitcher,74,230.0,36.91
816,Starting_Pitcher,76,223.0,26.54
817,Starting_Pitcher,74,196.0,29.27
818,Relief_Pitcher,72,167.0,30.51
819,Relief_Pitcher,75,195.0,31.28
820,Relief_Pitcher,78,190.0,26.51
821,Relief_Pitcher,77,250.0,34.87
822,Relief_Pitcher,70,190.0,39.28
823,Relief_Pitcher,72,190.0,28.56
824,Relief_Pitcher,79,190.0,27.82
825,Relief_Pitcher,74,170.0,25.94
826,Relief_Pitcher,71,160.0,28.53
827,Relief_Pitcher,68,150.0,22.11
828,Relief_Pitcher,77,225.0,27.71
829,Catcher,75,220.0,37.38
830,Catcher,71,209.0,30.67
831,Catcher,72,210.0,30.48
832,Catcher,70,176.0,27.12
833,First_Baseman,72,260.0,22.81
834,Second_Baseman,72,195.0,24.46
835,Second_Baseman,73,190.0,34.73
836,Shortstop,72,184.0,36.53
837,Shortstop,74,180.0,24.53
838,Shortstop,72,195.0,27.17
839,Third_Baseman,72,195.0,26.9
840,Third_Baseman,75,219.0,33.67
841,Outfielder,72,225.0,29.14
842,Outfielder,73,212.0,32.61
843,Outfielder,74,202.0,33.87
844,Outfielder,72,185.0,24.41
845,Outfielder,78,200.0,24.94
846,Outfielder,75,209.0,27.36
847,Outfielder,72,200.0,26.33
848,Outfielder,74,195.0,25.72
849,Starting_Pitcher,75,228.0,28.7
850,Starting_Pitcher,75,210.0,28.53
851,Starting_Pitcher,76,190.0,26.07
852,Starting_Pitcher,74,212.0,27.31
853,Starting_Pitcher,74,190.0,23.26
854,Starting_Pitcher,73,218.0,28.62
855,Starting_Pitcher,74,220.0,32.16
856,Relief_Pitcher,71,190.0,38.43
857,Relief_Pitcher,74,235.0,31.81
858,Relief_Pitcher,75,210.0,29.1
859,Relief_Pitcher,76,200.0,31.28
860,Relief_Pitcher,74,188.0,29.17
861,Relief_Pitcher,76,210.0,25.89
862,Relief_Pitcher,76,235.0,26.13
863,Relief_Pitcher,73,188.0,29.13
864,Catcher,75,215.0,28.92
865,Catcher,75,216.0,26.01
866,First_Baseman,74,220.0,24.81
867,Second_Baseman,68,180.0,28.79
868,Second_Baseman,72,185.0,33.77
869,Shortstop,75,200.0,33.85
870,Shortstop,71,210.0,27.36
871,Outfielder,70,220.0,26.01
872,Outfielder,72,185.0,29.95
873,Outfielder,73,231.0,28.12
874,Outfielder,72,210.0,32.87
875,Outfielder,75,195.0,31.2
876,Outfielder,74,200.0,34.14
877,Outfielder,70,205.0,36.11
878,Designated_Hitter,73,200.0,25.6
879,Starting_Pitcher,76,200.0,26.31
880,Starting_Pitcher,71,190.0,27.5
881,Starting_Pitcher,82,250.0,27.77
882,Starting_Pitcher,72,185.0,40.88
883,Starting_Pitcher,73,180.0,25.75
884,Relief_Pitcher,74,170.0,31.41
885,Relief_Pitcher,71,180.0,30.84
886,Relief_Pitcher,75,208.0,30.57
887,Relief_Pitcher,77,235.0,39.79
888,Relief_Pitcher,72,215.0,39.38
889,Relief_Pitcher,74,244.0,29.42
890,Relief_Pitcher,72,220.0,26.19
891,Relief_Pitcher,73,185.0,23.74
892,Relief_Pitcher,78,230.0,26.03
893,Relief_Pitcher,77,190.0,28.59
894,Relief_Pitcher,73,200.0,26.77
895,Relief_Pitcher,73,180.0,27.21
896,Relief_Pitcher,73,190.0,24.87
897,Catcher,73,196.0,30.26
898,Catcher,73,180.0,22.34
899,First_Baseman,76,230.0,26.2
900,First_Baseman,75,224.0,28.45
901,Second_Baseman,70,160.0,27.63
902,Shortstop,73,178.0,25.93
903,Shortstop,72,205.0,28.94
904,Shortstop,73,185.0,26.8
905,Third_Baseman,75,210.0,22.42
906,Outfielder,74,180.0,27.26
907,Outfielder,73,190.0,28.38
908,Outfielder,73,200.0,25.23
909,Outfielder,76,257.0,28.16
910,Outfielder,73,190.0,28.48
911,Outfielder,75,220.0,26.78
912,Outfielder,70,165.0,25.24
913,Starting_Pitcher,77,205.0,27.45
914,Starting_Pitcher,72,200.0,29.05
915,Starting_Pitcher,77,208.0,29.08
916,Starting_Pitcher,74,185.0,25.84
917,Starting_Pitcher,75,215.0,25.4
918,Starting_Pitcher,75,170.0,26.54
919,Relief_Pitcher,75,235.0,22.73
920,Relief_Pitcher,75,210.0,28.53
921,Relief_Pitcher,72,170.0,25.37
922,Relief_Pitcher,74,180.0,25.35
923,Relief_Pitcher,71,170.0,26.43
924,Relief_Pitcher,76,190.0,25.43
925,Relief_Pitcher,71,150.0,29.23
926,Relief_Pitcher,75,230.0,30.22
927,Relief_Pitcher,76,203.0,32.3
928,Relief_Pitcher,83,260.0,28.42
929,Relief_Pitcher,75,246.0,25.24
930,Relief_Pitcher,74,186.0,29.13
931,Relief_Pitcher,76,210.0,24.63
932,Relief_Pitcher,72,198.0,24.95
933,Catcher,72,210.0,28.06
934,Catcher,75,215.0,25.86
935,First_Baseman,75,180.0,27.32
936,First_Baseman,72,200.0,25.91
937,First_Baseman,77,245.0,26.63
938,Second_Baseman,73,200.0,25.95
939,Shortstop,72,192.0,29.17
940,Third_Baseman,70,192.0,29.19
941,Outfielder,74,200.0,28.44
942,Outfielder,72,192.0,26.36
943,Outfielder,74,205.0,28.29
944,Outfielder,72,190.0,29.45
945,Outfielder,71,186.0,25.34
946,Outfielder,70,170.0,26.86
947,Outfielder,71,197.0,26.36
948,Starting_Pitcher,76,219.0,27.39
949,Starting_Pitcher,74,200.0,25.84
950,Starting_Pitcher,76,220.0,25.08
951,Starting_Pitcher,74,207.0,23.87
952,Starting_Pitcher,74,225.0,24.68
953,Starting_Pitcher,74,207.0,24.64
954,Starting_Pitcher,75,212.0,29.19
955,Starting_Pitcher,75,225.0,28.84
956,Starting_Pitcher,71,170.0,25.33
957,Starting_Pitcher,71,190.0,24.45
958,Relief_Pitcher,74,210.0,28.32
959,Relief_Pitcher,77,230.0,32.34
960,Relief_Pitcher,71,210.0,34.97
961,Relief_Pitcher,74,200.0,32.04
962,Relief_Pitcher,75,238.0,23.49
963,Relief_Pitcher,77,234.0,26.09
964,Relief_Pitcher,76,222.0,26.41
965,Relief_Pitcher,74,200.0,26.55
966,Relief_Pitcher,76,190.0,24.62
967,Relief_Pitcher,72,170.0,28.49
968,Catcher,71,220.0,32.61
969,Catcher,72,223.0,28.06
970,First_Baseman,75,210.0,28.08
971,First_Baseman,73,215.0,37.34
972,Second_Baseman,68,196.0,35.25
973,Second_Baseman,72,175.0,24.77
974,Shortstop,69,175.0,39.85
975,Third_Baseman,73,189.0,35.49
976,Third_Baseman,73,205.0,31.84
977,Outfielder,75,210.0,26.67
978,Outfielder,70,180.0,34.75
979,Outfielder,70,180.0,28.91
980,Outfielder,74,197.0,32.73
981,Outfielder,75,220.0,35.72
982,Outfielder,74,228.0,42.6
983,Outfielder,74,190.0,26.22
984,Starting_Pitcher,73,204.0,21.85
985,Starting_Pitcher,74,165.0,24.28
986,Starting_Pitcher,75,216.0,22.41
987,Starting_Pitcher,77,220.0,32.56
988,Starting_Pitcher,73,208.0,32.74
989,Starting_Pitcher,74,210.0,26.39
990,Starting_Pitcher,76,215.0,28.8
991,Relief_Pitcher,74,195.0,28.2
992,Relief_Pitcher,75,200.0,26.52
993,Relief_Pitcher,73,215.0,34.52
994,Relief_Pitcher,76,229.0,34.32
995,Relief_Pitcher,78,240.0,26.98
996,Relief_Pitcher,75,207.0,28.86
997,Relief_Pitcher,73,205.0,24.96
998,Relief_Pitcher,77,208.0,25.3
999,Relief_Pitcher,74,185.0,27.06
1000,Relief_Pitcher,72,190.0,25.44
1001,Relief_Pitcher,74,170.0,25.53
1002,Catcher,72,208.0,34.87
1003,Catcher,71,225.0,24.63
1004,First_Baseman,73,190.0,27.99
1005,First_Baseman,75,225.0,27.12
1006,Second_Baseman,73,185.0,31.14
1007,Second_Baseman,67,180.0,30.21
1008,Shortstop,67,165.0,32.11
1009,Third_Baseman,76,240.0,31.91
1010,Third_Baseman,74,220.0,34.44
1011,Outfielder,73,212.0,36.68
1012,Outfielder,70,163.0,37.66
1013,Outfielder,75,215.0,30.98
1014,Outfielder,70,175.0,27.07
1015,Outfielder,72,205.0,29.11
1016,Outfielder,77,210.0,25.82
1017,Starting_Pitcher,79,205.0,25.5
1018,Starting_Pitcher,78,208.0,29.57
1019,Starting_Pitcher,74,215.0,25.37
1020,Starting_Pitcher,75,180.0,33.99
1021,Starting_Pitcher,75,200.0,29.86
1022,Starting_Pitcher,78,230.0,31.84
1023,Relief_Pitcher,76,211.0,38.31
1024,Relief_Pitcher,75,230.0,34.48
1025,Relief_Pitcher,69,190.0,36.88
1026,Relief_Pitcher,75,220.0,32.34
1027,Relief_Pitcher,72,180.0,31.58
1028,Relief_Pitcher,75,205.0,28.89
1029,Relief_Pitcher,73,190.0,25.08
1030,Relief_Pitcher,74,180.0,25.73
1031,Relief_Pitcher,75,205.0,25.19
1032,Relief_Pitcher,75,190.0,31.01
1033,Relief_Pitcher,73,195.0,27.92
